Feature_Name,Original_Dataset,Original_Column,Modality,Data_Type,Numerical_Categorical,Target_Variable,Missing_Percentage,Unique_Values,Description,Clinical_Meaning,Transformation_Applied,Normalization_Required,Recommended_ML_Encoding,Recommended_DL_Encoding,Suitable_for_GNN,Suitable_for_Explainability,Suitable_for_Inference
SAA_SLOPE_150h_Rep3,Infer_Clinical,SLOPE_150h_Rep3,Clinical,float64,Numerical,No,96.88,275,Auto-extracted feature SAA_SLOPE_150h_Rep3,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
SAA_InstrumentRep1,Infer_Clinical,InstrumentRep1,Clinical,float64,Categorical,No,83.17,6,Auto-extracted feature SAA_InstrumentRep1,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_InstrumentRep2,Infer_Clinical,InstrumentRep2,Clinical,float64,Categorical,No,83.17,6,Auto-extracted feature SAA_InstrumentRep2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_InstrumentRep3,Infer_Clinical,InstrumentRep3,Clinical,float64,Categorical,No,83.17,6,Auto-extracted feature SAA_InstrumentRep3,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_SampleVolRep1,Infer_Clinical,SampleVolRep1,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature SAA_SampleVolRep1,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_SampleVolRep2,Infer_Clinical,SampleVolRep2,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature SAA_SampleVolRep2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_SampleVolRep3,Infer_Clinical,SampleVolRep3,Clinical,str,Categorical,No,99.31,3,Auto-extracted feature SAA_SampleVolRep3,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_RUNDATE,Infer_Clinical,RUNDATE,Clinical,str,Categorical,No,83.17,43,Auto-extracted feature SAA_RUNDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_PROJECTID,Infer_Clinical,PROJECTID,Clinical,float64,Categorical,No,83.17,2,Auto-extracted feature SAA_PROJECTID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_PI_NAME,Infer_Clinical,PI_NAME,Clinical,str,Categorical,No,83.17,2,Auto-extracted feature SAA_PI_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
SAA_PI_INSTITUTION,Infer_Clinical,PI_INSTITUTION,Clinical,str,Categorical,No,83.17,1,Auto-extracted feature SAA_PI_INSTITUTION,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_REC_ID,Infer_Imaging,REC_ID,Imaging,str,Categorical,No,71.73,2488,Auto-extracted feature Dopam_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_SUB_EVENT_ID,Infer_Imaging,SUB_EVENT_ID,Imaging,str,Categorical,No,100.0,0,Auto-extracted feature Dopam_SUB_EVENT_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_PAG_NAME,Infer_Imaging,PAG_NAME,Imaging,str,Categorical,No,71.73,1,Auto-extracted feature Dopam_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_OFF_SCHEDULE,Infer_Imaging,OFF_SCHEDULE,Imaging,float64,Categorical,No,80.33,1,Auto-extracted feature Dopam_OFF_SCHEDULE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_DATSCAN,Infer_Imaging,DATSCAN,Imaging,float64,Categorical,No,71.73,3,Auto-extracted feature Dopam_DATSCAN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_DATSCANTRC,Infer_Imaging,DATSCANTRC,Imaging,float64,Categorical,No,75.1,2,Auto-extracted feature Dopam_DATSCANTRC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_PREVDATDT,Infer_Imaging,PREVDATDT,Imaging,str,Categorical,No,99.78,15,Auto-extracted feature Dopam_PREVDATDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_SCNLOC,Infer_Imaging,SCNLOC,Imaging,float64,Categorical,No,72.78,2,Auto-extracted feature Dopam_SCNLOC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_SCNINJCT,Infer_Imaging,SCNINJCT,Imaging,float64,Categorical,No,80.0,1,Auto-extracted feature Dopam_SCNINJCT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_VSINTRPT,Infer_Imaging,VSINTRPT,Imaging,str,Categorical,No,98.76,4,Auto-extracted feature Dopam_VSINTRPT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_VSRPTELG,Infer_Imaging,VSRPTELG,Imaging,float64,Categorical,No,100.0,0,Auto-extracted feature Dopam_VSRPTELG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_DIFFLOC,Infer_Imaging,DIFFLOC,Imaging,float64,Categorical,No,84.62,2,Auto-extracted feature Dopam_DIFFLOC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_ORIG_ENTRY,Infer_Imaging,ORIG_ENTRY,Imaging,str,Categorical,No,71.73,171,Auto-extracted feature Dopam_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Dopam_LAST_UPDATE,Infer_Imaging,LAST_UPDATE,Imaging,str,Categorical,No,71.73,1442,Auto-extracted feature Dopam_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_PROTOCOL,Infer_Imaging,PROTOCOL,Imaging,float64,Categorical,No,78.41,2,Auto-extracted feature Xing_PROTOCOL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_PREVIOUSLY_ACQUIRED,Infer_Imaging,PREVIOUSLY_ACQUIRED,Imaging,str,Categorical,No,78.41,2,Auto-extracted feature Xing_PREVIOUSLY_ACQUIRED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_DATSCAN_LIGAND,Infer_Imaging,DATSCAN_LIGAND,Imaging,str,Categorical,No,78.41,2,Auto-extracted feature Xing_DATSCAN_LIGAND,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_DATSCAN_DATE,Infer_Imaging,DATSCAN_DATE,Imaging,str,Categorical,No,78.41,163,Auto-extracted feature Xing_DATSCAN_DATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_DATSCAN_ANALYZED,Infer_Imaging,DATSCAN_ANALYZED,Imaging,str,Categorical,No,78.41,2,Auto-extracted feature Xing_DATSCAN_ANALYZED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_DATSCAN_NOT_ANALYZED_REASON,Infer_Imaging,DATSCAN_NOT_ANALYZED_REASON,Imaging,float64,Categorical,No,99.91,1,Auto-extracted feature Xing_DATSCAN_NOT_ANALYZED_REASON,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_DATSCAN_OTHER_SPECIFY,Infer_Imaging,DATSCAN_OTHER_SPECIFY,Imaging,str,Categorical,No,99.91,1,Auto-extracted feature Xing_DATSCAN_OTHER_SPECIFY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Xing_STRIATUM_REF_CWM,Infer_Imaging,STRIATUM_REF_CWM,Imaging,float64,Numerical,No,78.5,150,Auto-extracted feature Xing_STRIATUM_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_CAUDATE_REF_CWM,Infer_Imaging,CAUDATE_REF_CWM,Imaging,float64,Numerical,No,78.5,162,Auto-extracted feature Xing_CAUDATE_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PUTAMEN_REF_CWM,Infer_Imaging,PUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,172,Auto-extracted feature Xing_PUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECAUDATE_REF_CWM,Infer_Imaging,PRECAUDATE_REF_CWM,Imaging,float64,Numerical,No,78.5,185,Auto-extracted feature Xing_PRECAUDATE_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCAUDATE_REF_CWM,Infer_Imaging,POSCAUDATE_REF_CWM,Imaging,float64,Numerical,No,78.5,99,Auto-extracted feature Xing_POSCAUDATE_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECOMMISSURAL_PUTAMEN_REF_CWM,Infer_Imaging,PRECOMMISSURAL_PUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,198,Auto-extracted feature Xing_PRECOMMISSURAL_PUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCOMMISSURAL_PUTAMEN_REF_CWM,Infer_Imaging,POSCOMMISSURAL_PUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,149,Auto-extracted feature Xing_POSCOMMISSURAL_PUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREDORSALPUTAMEN_REF_CWM,Infer_Imaging,PREDORSALPUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,215,Auto-extracted feature Xing_PREDORSALPUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREVENTRALPUTAMEN_REF_CWM,Infer_Imaging,PREVENTRALPUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,178,Auto-extracted feature Xing_PREVENTRALPUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSDORSALPUTAMEN_REF_CWM,Infer_Imaging,POSDORSALPUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,155,Auto-extracted feature Xing_POSDORSALPUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSVENTRALPUTAMEN_REF_CWM,Infer_Imaging,POSVENTRALPUTAMEN_REF_CWM,Imaging,float64,Numerical,No,78.5,132,Auto-extracted feature Xing_POSVENTRALPUTAMEN_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_STRIATUM_L_REF_CWM,Infer_Imaging,STRIATUM_L_REF_CWM,Imaging,float64,Numerical,No,78.5,152,Auto-extracted feature Xing_STRIATUM_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_CAUDATE_L_REF_CWM,Infer_Imaging,CAUDATE_L_REF_CWM,Imaging,float64,Numerical,No,78.5,170,Auto-extracted feature Xing_CAUDATE_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PUTAMEN_L_REF_CWM,Infer_Imaging,PUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,171,Auto-extracted feature Xing_PUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECAUDATE_L_REF_CWM,Infer_Imaging,PRECAUDATE_L_REF_CWM,Imaging,float64,Numerical,No,78.5,193,Auto-extracted feature Xing_PRECAUDATE_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCAUDATE_L_REF_CWM,Infer_Imaging,POSCAUDATE_L_REF_CWM,Imaging,float64,Numerical,No,78.5,110,Auto-extracted feature Xing_POSCAUDATE_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECOMMISSURAL_PUTAMEN_L_REF_CWM,Infer_Imaging,PRECOMMISSURAL_PUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,204,Auto-extracted feature Xing_PRECOMMISSURAL_PUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCOMMISSURAL_PUTAMEN_L_REF_CWM,Infer_Imaging,POSCOMMISSURAL_PUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,158,Auto-extracted feature Xing_POSCOMMISSURAL_PUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREDORSALPUTAMEN_L_REF_CWM,Infer_Imaging,PREDORSALPUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,221,Auto-extracted feature Xing_PREDORSALPUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREVENTRALPUTAMEN_L_REF_CWM,Infer_Imaging,PREVENTRALPUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,192,Auto-extracted feature Xing_PREVENTRALPUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSDORSALPUTAMEN_L_REF_CWM,Infer_Imaging,POSDORSALPUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,166,Auto-extracted feature Xing_POSDORSALPUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSVENTRALPUTAMEN_L_REF_CWM,Infer_Imaging,POSVENTRALPUTAMEN_L_REF_CWM,Imaging,float64,Numerical,No,78.5,135,Auto-extracted feature Xing_POSVENTRALPUTAMEN_L_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_STRIATUM_R_REF_CWM,Infer_Imaging,STRIATUM_R_REF_CWM,Imaging,float64,Numerical,No,78.5,158,Auto-extracted feature Xing_STRIATUM_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_CAUDATE_R_REF_CWM,Infer_Imaging,CAUDATE_R_REF_CWM,Imaging,float64,Numerical,No,78.5,171,Auto-extracted feature Xing_CAUDATE_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PUTAMEN_R_REF_CWM,Infer_Imaging,PUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,180,Auto-extracted feature Xing_PUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECAUDATE_R_REF_CWM,Infer_Imaging,PRECAUDATE_R_REF_CWM,Imaging,float64,Numerical,No,78.5,186,Auto-extracted feature Xing_PRECAUDATE_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCAUDATE_R_REF_CWM,Infer_Imaging,POSCAUDATE_R_REF_CWM,Imaging,float64,Numerical,No,78.5,103,Auto-extracted feature Xing_POSCAUDATE_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PRECOMMISSURAL_PUTAMEN_R_REF_CWM,Infer_Imaging,PRECOMMISSURAL_PUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,210,Auto-extracted feature Xing_PRECOMMISSURAL_PUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSCOMMISSURAL_PUTAMEN_R_REF_CWM,Infer_Imaging,POSCOMMISSURAL_PUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,154,Auto-extracted feature Xing_POSCOMMISSURAL_PUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREDORSALPUTAMEN_R_REF_CWM,Infer_Imaging,PREDORSALPUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,231,Auto-extracted feature Xing_PREDORSALPUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_PREVENTRALPUTAMEN_R_REF_CWM,Infer_Imaging,PREVENTRALPUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,196,Auto-extracted feature Xing_PREVENTRALPUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSDORSALPUTAMEN_R_REF_CWM,Infer_Imaging,POSDORSALPUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,162,Auto-extracted feature Xing_POSDORSALPUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Xing_POSVENTRALPUTAMEN_R_REF_CWM,Infer_Imaging,POSVENTRALPUTAMEN_R_REF_CWM,Imaging,float64,Numerical,No,78.5,133,Auto-extracted feature Xing_POSVENTRALPUTAMEN_R_REF_CWM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Clini_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,73.82,2304,Auto-extracted feature Clini_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,73.82,1,Auto-extracted feature Clini_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_NEWDIAG,Infer_Clinical,NEWDIAG,Clinical,float64,Categorical,No,73.82,9,Auto-extracted feature Clini_NEWDIAG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_NEWDIAGOTHER,Infer_Clinical,NEWDIAGOTHER,Clinical,str,Categorical,No,99.86,11,Auto-extracted feature Clini_NEWDIAGOTHER,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_DIAGSINLV,Infer_Clinical,DIAGSINLV,Clinical,float64,Categorical,No,79.7,2,Auto-extracted feature Clini_DIAGSINLV,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_DIAGDT,Infer_Clinical,DIAGDT,Clinical,str,Categorical,No,99.89,10,Auto-extracted feature Clini_DIAGDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,73.82,41,Auto-extracted feature Clini_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Clini_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,73.82,753,Auto-extracted feature Clini_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_REC_ID,Infer_Medication,REC_ID,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_PAG_NAME,Infer_Medication,PAG_NAME,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMTRT,Infer_Medication,CMTRT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_CMTRT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMDOSE,Infer_Medication,CMDOSE,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_CMDOSE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMDOSU,Infer_Medication,CMDOSU,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_CMDOSU,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMDOSFRQ,Infer_Medication,CMDOSFRQ,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_CMDOSFRQ,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_ROUTE,Infer_Medication,ROUTE,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_ROUTE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_STARTDT,Infer_Medication,STARTDT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_STARTDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_STOPDT,Infer_Medication,STOPDT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_STOPDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_ONGOING,Infer_Medication,ONGOING,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_ONGOING,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMINDC,Infer_Medication,CMINDC,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_CMINDC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_CMINDC_TEXT,Infer_Medication,CMINDC_TEXT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_CMINDC_TEXT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_TOTDDOSE,Infer_Medication,TOTDDOSE,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_TOTDDOSE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_RECNO,Infer_Medication,RECNO,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_RECNO,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_SEQNO1,Infer_Medication,SEQNO1,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_SEQNO1,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_SEQNO2,Infer_Medication,SEQNO2,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature Conco_SEQNO2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_WHODRUG,Infer_Medication,WHODRUG,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_WHODRUG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_EXCLMED,Infer_Medication,EXCLMED,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_EXCLMED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_ORIG_ENTRY,Infer_Medication,ORIG_ENTRY,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Conco_LAST_UPDATE,Infer_Medication,LAST_UPDATE,Medication,str,Categorical,No,100.0,0,Auto-extracted feature Conco_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,46.56,4704,Auto-extracted feature Featu_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,46.56,2,Auto-extracted feature Featu_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_FEATBRADY,Infer_Clinical,FEATBRADY,Clinical,float64,Categorical,No,46.56,3,Auto-extracted feature Featu_FEATBRADY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_FEATPOSINS,Infer_Clinical,FEATPOSINS,Clinical,float64,Categorical,No,46.56,3,Auto-extracted feature Featu_FEATPOSINS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_FEATRIGID,Infer_Clinical,FEATRIGID,Clinical,float64,Categorical,No,46.59,3,Auto-extracted feature Featu_FEATRIGID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_FEATTREMOR,Infer_Clinical,FEATTREMOR,Clinical,float64,Categorical,No,46.56,3,Auto-extracted feature Featu_FEATTREMOR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_PSGLVL,Infer_Clinical,PSGLVL,Clinical,float64,Categorical,No,57.35,5,Auto-extracted feature Featu_PSGLVL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,46.56,165,Auto-extracted feature Featu_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Featu_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,46.56,2290,Auto-extracted feature Featu_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Initi_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,93.19,599,Auto-extracted feature Initi_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Initi_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,93.19,1,Auto-extracted feature Initi_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
